name,institution,email,paper_title,paper_url,synopsis,linkedin_url
Ashish Sabharwal,Allen Institute for AI,,On the Reasoning Abilities of Masked Diffusion Language Models,https://openreview.net/forum?id=BVnIsh4Nz1,"This study addresses the lack of theoretical understanding regarding the computational capabilities and efficiency limits of Masked Diffusion Models compared to traditional sequential language models. The researchers establish a formal connection between MDMs and established reasoning frameworks like Chain of Thought to characterize exactly which problems these parallel architectures can solve. Their main finding is that while MDMs match the problem-solving power of standard chain-of-thought transformers, they are provably more efficient on parallelizable tasks by avoiding sequential bottlenecks. These insights unlock opportunities for leveraging diffusion models in compute-sensitive applications where decomposing complex reasoning into parallel sub-problems significantly reduces generation time.",https://www.linkedin.com/in/ashish-sabharwal-82a2b661
Daniel S Weld,Allen Institute for Artificial Intelligence,,AstaBench: Rigorous Benchmarking of AI Agents with a Scientific Research Suite,https://openreview.net/forum?id=M7TNf5J26u,"Current benchmarks for AI agents are often unreliable because they use inconsistent tools, ignore computational costs, and fail to represent real-world scientific work. To address this, the researchers present AstaBench, a standardized suite featuring over 2,400 problems and production-grade search tools that ensure fair comparisons across different agent architectures. Testing 57 agents on this environment shows that while specific capabilities have improved, AI is still far from effectively assisting with complex scientific research independently. This system provides developers and investors with transparent performance metrics to identify truly advanced agents for practical applications like automated literature reviews and experiment replication.",
Sina Alemohammad,University of Texas at Austin,,Neon: Negative Extrapolation From Self-Training Improves Image Generation,https://openreview.net/forum?id=kpLRYtPGt3,"Generative AI progress is currently bottlenecked by a scarcity of high-quality real training data, and standard self-training often leads to model collapse where quality degrades rapidly. The Neon method addresses this by treating the natural degradation from synthetic data as a useful signal that can be reversed through a simple parameter extrapolation technique without requiring new datasets or complex auxiliary models. Research demonstrates this approach consistently improves image generation performance across various architectures using less than 1% additional compute and no real data augmentation. This enables companies to continue improving their generative systems efficiently even when original training sources are exhausted, offering a sustainable solution for scaling AI models beyond current data limits.",https://www.linkedin.com/in/sina-alemohammad-837b0ab6
Zhangyang Wang,University of Texas at Austin,,Neon: Negative Extrapolation From Self-Training Improves Image Generation,https://openreview.net/forum?id=kpLRYtPGt3,"Generative AI progress is currently bottlenecked by a scarcity of high-quality real training data, and standard self-training often leads to model collapse where quality degrades rapidly. The Neon method addresses this by treating the natural degradation from synthetic data as a useful signal that can be reversed through a simple parameter extrapolation technique without requiring new datasets or complex auxiliary models. Research demonstrates this approach consistently improves image generation performance across various architectures using less than 1% additional compute and no real data augmentation. This enables companies to continue improving their generative systems efficiently even when original training sources are exhausted, offering a sustainable solution for scaling AI models beyond current data limits.",
Richard Baraniuk,William Marsh Rice University,,Neon: Negative Extrapolation From Self-Training Improves Image Generation,https://openreview.net/forum?id=kpLRYtPGt3,"Generative AI progress is currently bottlenecked by a scarcity of high-quality real training data, and standard self-training often leads to model collapse where quality degrades rapidly. The Neon method addresses this by treating the natural degradation from synthetic data as a useful signal that can be reversed through a simple parameter extrapolation technique without requiring new datasets or complex auxiliary models. Research demonstrates this approach consistently improves image generation performance across various architectures using less than 1% additional compute and no real data augmentation. This enables companies to continue improving their generative systems efficiently even when original training sources are exhausted, offering a sustainable solution for scaling AI models beyond current data limits.",
Utkarsh Aashu Mishra,Georgia Institute of Technology,,Compositional Diffusion with Guided search for Long-Horizon Planning,https://openreview.net/forum?id=b8avf4F2hn,"This paper addresses a critical failure in current generative planning models where combining local distributions causes incompatible modes to average out, resulting in incoherent long-horizon outputs. To fix this, the authors propose Compositional Diffusion with Guided Search, which integrates a guided search mechanism directly into the diffusion process to explore diverse plans and prune inconsistent paths while ensuring global consistency. Experiments demonstrate that the method matches ideal performance on robotics tasks and generates coherent videos and panoramas without needing expensive long-horizon training data. Ultimately, this breakthrough enables scalable applications for autonomous robot manipulation and consistent creative media generation across extended sequences.",https://www.linkedin.com/in/utkarshamishra
David He,Georgia Institute of Technology,,Compositional Diffusion with Guided search for Long-Horizon Planning,https://openreview.net/forum?id=b8avf4F2hn,"This paper addresses a critical failure in current generative planning models where combining local distributions causes incompatible modes to average out, resulting in incoherent long-horizon outputs. To fix this, the authors propose Compositional Diffusion with Guided Search, which integrates a guided search mechanism directly into the diffusion process to explore diverse plans and prune inconsistent paths while ensuring global consistency. Experiments demonstrate that the method matches ideal performance on robotics tasks and generates coherent videos and panoramas without needing expensive long-horizon training data. Ultimately, this breakthrough enables scalable applications for autonomous robot manipulation and consistent creative media generation across extended sequences.",https://www.linkedin.com/in/david-he-rf137
Yongxin Chen,NVIDIA,,Compositional Diffusion with Guided search for Long-Horizon Planning,https://openreview.net/forum?id=b8avf4F2hn,"This paper addresses a critical failure in current generative planning models where combining local distributions causes incompatible modes to average out, resulting in incoherent long-horizon outputs. To fix this, the authors propose Compositional Diffusion with Guided Search, which integrates a guided search mechanism directly into the diffusion process to explore diverse plans and prune inconsistent paths while ensuring global consistency. Experiments demonstrate that the method matches ideal performance on robotics tasks and generates coherent videos and panoramas without needing expensive long-horizon training data. Ultimately, this breakthrough enables scalable applications for autonomous robot manipulation and consistent creative media generation across extended sequences.",
Danfei Xu,Georgia Institute of Technology,,Compositional Diffusion with Guided search for Long-Horizon Planning,https://openreview.net/forum?id=b8avf4F2hn,"This paper addresses a critical failure in current generative planning models where combining local distributions causes incompatible modes to average out, resulting in incoherent long-horizon outputs. To fix this, the authors propose Compositional Diffusion with Guided Search, which integrates a guided search mechanism directly into the diffusion process to explore diverse plans and prune inconsistent paths while ensuring global consistency. Experiments demonstrate that the method matches ideal performance on robotics tasks and generates coherent videos and panoramas without needing expensive long-horizon training data. Ultimately, this breakthrough enables scalable applications for autonomous robot manipulation and consistent creative media generation across extended sequences.",https://www.linkedin.com/in/danfei-xu-94522133
Rim Assouel,Mila - Quebec Artificial Intelligence Institute,,Visual symbolic mechanisms: Emergent symbol processing in Vision Language Models,https://openreview.net/forum?id=3RQ863cRbx,"This paper addresses why Vision Language Models frequently struggle to bind visual features together accurately, leading to errors in tasks like counting and distinguishing object combinations. The researchers identified that these models use an emergent spatial indexing system called ""position IDs"" to track objects and their attributes similarly to symbolic variables used in text-based AI. Through intervention analyses on seven different models, they found that binding failures occur directly when this internal tracking mechanism interferes during the retrieval of object features. These findings unlock a specific path for developers to improve visual grounding capabilities by stabilizing these symbolic mechanisms, thereby reducing common failure modes in complex scene understanding.",
Declan Iain Campbell,Princeton University,,Visual symbolic mechanisms: Emergent symbol processing in Vision Language Models,https://openreview.net/forum?id=3RQ863cRbx,"This paper addresses why Vision Language Models frequently struggle to bind visual features together accurately, leading to errors in tasks like counting and distinguishing object combinations. The researchers identified that these models use an emergent spatial indexing system called ""position IDs"" to track objects and their attributes similarly to symbolic variables used in text-based AI. Through intervention analyses on seven different models, they found that binding failures occur directly when this internal tracking mechanism interferes during the retrieval of object features. These findings unlock a specific path for developers to improve visual grounding capabilities by stabilizing these symbolic mechanisms, thereby reducing common failure modes in complex scene understanding.",
Yoshua Bengio,University of Montreal,,Visual symbolic mechanisms: Emergent symbol processing in Vision Language Models,https://openreview.net/forum?id=3RQ863cRbx,"This paper addresses why Vision Language Models frequently struggle to bind visual features together accurately, leading to errors in tasks like counting and distinguishing object combinations. The researchers identified that these models use an emergent spatial indexing system called ""position IDs"" to track objects and their attributes similarly to symbolic variables used in text-based AI. Through intervention analyses on seven different models, they found that binding failures occur directly when this internal tracking mechanism interferes during the retrieval of object features. These findings unlock a specific path for developers to improve visual grounding capabilities by stabilizing these symbolic mechanisms, thereby reducing common failure modes in complex scene understanding.",
Yoshua Bengio,University of Montreal,,FALCON: Few-step Accurate Likelihoods for Continuous Flows,https://openreview.net/forum?id=FbssShlI4N,"Molecular sampling is a foundational tool for drug discovery and material science, yet current continuous flow models are prohibitively slow because calculating their likelihoods requires excessive computational resources. This paper introduces FALCON, a new generative model that combines efficient few-step sampling with accurate likelihood estimates suitable for scientific importance sampling techniques. By leveraging a hybrid training objective to ensure invertibility without sacrificing speed, FALCON achieves performance two orders of magnitude faster than existing state-of-the-art models while requiring far less training data. This advancement unlocks scalable pathways for characterizing biomolecules and accelerating the design of novel drugs and materials with significantly reduced computational overhead.",
Taylor Whittington Webb,"Research, Microsoft",,Visual symbolic mechanisms: Emergent symbol processing in Vision Language Models,https://openreview.net/forum?id=3RQ863cRbx,"This paper addresses why Vision Language Models frequently struggle to bind visual features together accurately, leading to errors in tasks like counting and distinguishing object combinations. The researchers identified that these models use an emergent spatial indexing system called ""position IDs"" to track objects and their attributes similarly to symbolic variables used in text-based AI. Through intervention analyses on seven different models, they found that binding failures occur directly when this internal tracking mechanism interferes during the retrieval of object features. These findings unlock a specific path for developers to improve visual grounding capabilities by stabilizing these symbolic mechanisms, thereby reducing common failure modes in complex scene understanding.",
Satchel Grant,Simons Foundation,,Addressing divergent representations from causal interventions on neural networks,https://openreview.net/forum?id=cZrTMqYVL6,"Many techniques used to understand how neural networks work artificially alter internal data, which can shift the model into unnatural states and make explanations unreliable. This research identifies two types of such distortions—some harmless and some dangerous—and proposes a new method using a modified loss function to prevent harmful shifts without losing analytical power. The study shows that keeping intervened data closer to natural distributions prevents hidden parts of the network from triggering unintended behaviors while maintaining accurate testing capabilities. Ultimately, these findings enable developers to build more trustworthy diagnostic tools for auditing large language models and ensuring AI safety without compromising interpretability.",
Simon Jerome Han,Stanford University,,Addressing divergent representations from causal interventions on neural networks,https://openreview.net/forum?id=cZrTMqYVL6,"Many techniques used to understand how neural networks work artificially alter internal data, which can shift the model into unnatural states and make explanations unreliable. This research identifies two types of such distortions—some harmless and some dangerous—and proposes a new method using a modified loss function to prevent harmful shifts without losing analytical power. The study shows that keeping intervened data closer to natural distributions prevents hidden parts of the network from triggering unintended behaviors while maintaining accurate testing capabilities. Ultimately, these findings enable developers to build more trustworthy diagnostic tools for auditing large language models and ensuring AI safety without compromising interpretability.",
Alexa R. Tartaglini,Stanford University,,Addressing divergent representations from causal interventions on neural networks,https://openreview.net/forum?id=cZrTMqYVL6,"Many techniques used to understand how neural networks work artificially alter internal data, which can shift the model into unnatural states and make explanations unreliable. This research identifies two types of such distortions—some harmless and some dangerous—and proposes a new method using a modified loss function to prevent harmful shifts without losing analytical power. The study shows that keeping intervened data closer to natural distributions prevents hidden parts of the network from triggering unintended behaviors while maintaining accurate testing capabilities. Ultimately, these findings enable developers to build more trustworthy diagnostic tools for auditing large language models and ensuring AI safety without compromising interpretability.",
Christopher Potts,Stanford University,,Addressing divergent representations from causal interventions on neural networks,https://openreview.net/forum?id=cZrTMqYVL6,"Many techniques used to understand how neural networks work artificially alter internal data, which can shift the model into unnatural states and make explanations unreliable. This research identifies two types of such distortions—some harmless and some dangerous—and proposes a new method using a modified loss function to prevent harmful shifts without losing analytical power. The study shows that keeping intervened data closer to natural distributions prevents hidden parts of the network from triggering unintended behaviors while maintaining accurate testing capabilities. Ultimately, these findings enable developers to build more trustworthy diagnostic tools for auditing large language models and ensuring AI safety without compromising interpretability.",
Christopher Potts,Stanford University,,GEPA: Reflective Prompt Evolution Can Outperform Reinforcement Learning,https://openreview.net/forum?id=RQm2KQTM5r,"Current AI optimization techniques often require thousands of expensive model runs to improve performance, creating high computational costs. To solve this, the authors developed GEPA, a system that uses natural language reflection to diagnose errors and evolve prompts instead of relying on inefficient reinforcement learning rewards. Testing across multiple tasks shows GEPA outperforms state-of-the-art methods by up to 20% accuracy while using 35 times fewer resources. This approach enables efficient fine-tuning of complex AI agents for real-world applications where inference budgets or tool call costs are strictly limited.",
Nam Nguyen,Oregon State University,,Cross-Domain Lossy Compression via Rate- and Classification-Constrained Optimal Transport,https://openreview.net/forum?id=mUIGdUTtk2,"This paper addresses the challenge of converting degraded, noisy data into a distinct high-quality format while simultaneously maintaining performance on downstream AI tasks. By framing cross-domain restoration as rate- and classification-constrained optimal transport, the authors derive mathematical equations that reveal fundamental tradeoffs between file size, image fidelity, and task accuracy without relying solely on trial-and-error deep learning. Their framework provides explicit solutions for common data models, enabling engineers to design compression systems with predictable performance guarantees rather than empirical guessing. Validated across tasks like image denoising and super-resolution, this research unlocks the ability to create generative codecs that are optimized for specific restoration requirements while ensuring downstream models can still function effectively.",https://www.linkedin.com/in/nam-nguyen-osu
Thinh Nguyen,Oregon State University,,Cross-Domain Lossy Compression via Rate- and Classification-Constrained Optimal Transport,https://openreview.net/forum?id=mUIGdUTtk2,"This paper addresses the challenge of converting degraded, noisy data into a distinct high-quality format while simultaneously maintaining performance on downstream AI tasks. By framing cross-domain restoration as rate- and classification-constrained optimal transport, the authors derive mathematical equations that reveal fundamental tradeoffs between file size, image fidelity, and task accuracy without relying solely on trial-and-error deep learning. Their framework provides explicit solutions for common data models, enabling engineers to design compression systems with predictable performance guarantees rather than empirical guessing. Validated across tasks like image denoising and super-resolution, this research unlocks the ability to create generative codecs that are optimized for specific restoration requirements while ensuring downstream models can still function effectively.",
Bella Bose,Oregon State University,,Cross-Domain Lossy Compression via Rate- and Classification-Constrained Optimal Transport,https://openreview.net/forum?id=mUIGdUTtk2,"This paper addresses the challenge of converting degraded, noisy data into a distinct high-quality format while simultaneously maintaining performance on downstream AI tasks. By framing cross-domain restoration as rate- and classification-constrained optimal transport, the authors derive mathematical equations that reveal fundamental tradeoffs between file size, image fidelity, and task accuracy without relying solely on trial-and-error deep learning. Their framework provides explicit solutions for common data models, enabling engineers to design compression systems with predictable performance guarantees rather than empirical guessing. Validated across tasks like image denoising and super-resolution, this research unlocks the ability to create generative codecs that are optimized for specific restoration requirements while ensuring downstream models can still function effectively.",
Mason Long Wang,Massachusetts Institute of Technology,,Latent Fourier Transform,https://openreview.net/forum?id=ogMxCjdCCq,"Existing generative music models struggle to isolate and manipulate specific timescales, such as separating chord progressions from fast trills, often leading to unintended feature interference during editing. This paper introduces Latent Fourier Transform, a framework that combines diffusion autoencoders with latent-space frequency masking to create a continuous axis for controlling musical structure at different frequencies. By treating the model's internal representation like an equalizer, developers can preserve desired patterns while generating variations or blending tracks coherently. Consequently, this research unlocks new capabilities for interactive audio production, allowing users to precisely condition generation tasks on specific timescales rather than just high-level semantic attributes.",https://www.linkedin.com/in/mason-wang-3b5288104
Cheng-Zhi Anna Huang,Massachusetts Institute of Technology,,Latent Fourier Transform,https://openreview.net/forum?id=ogMxCjdCCq,"Existing generative music models struggle to isolate and manipulate specific timescales, such as separating chord progressions from fast trills, often leading to unintended feature interference during editing. This paper introduces Latent Fourier Transform, a framework that combines diffusion autoencoders with latent-space frequency masking to create a continuous axis for controlling musical structure at different frequencies. By treating the model's internal representation like an equalizer, developers can preserve desired patterns while generating variations or blending tracks coherently. Consequently, this research unlocks new capabilities for interactive audio production, allowing users to precisely condition generation tasks on specific timescales rather than just high-level semantic attributes.",
Peter Holderrieth,MIT,,GLASS Flows: Efficient Inference for Reward Alignment of Flow and Diffusion Models,https://openreview.net/forum?id=vH7OAPZ2dR,"Reward alignment algorithms often slow down diffusion models because they rely on inefficient stochastic sampling methods to explore better generation options. To solve this, the authors introduce GLASS Flows, a technique that allows these models to simulate necessary randomness using fast Ordinary Differential Equations without requiring retraining. This innovation eliminates the traditional trade-off between computational speed and search capability, significantly improving text-to-image generation performance. The result is a practical, drop-in upgrade for deploying high-efficiency inference in generative AI applications like image synthesis and molecular design.",https://www.linkedin.com/in/peterholderrieth
Uriel Singer,Meta AI Research,,GLASS Flows: Efficient Inference for Reward Alignment of Flow and Diffusion Models,https://openreview.net/forum?id=vH7OAPZ2dR,"Reward alignment algorithms often slow down diffusion models because they rely on inefficient stochastic sampling methods to explore better generation options. To solve this, the authors introduce GLASS Flows, a technique that allows these models to simulate necessary randomness using fast Ordinary Differential Equations without requiring retraining. This innovation eliminates the traditional trade-off between computational speed and search capability, significantly improving text-to-image generation performance. The result is a practical, drop-in upgrade for deploying high-efficiency inference in generative AI applications like image synthesis and molecular design.",
Tommi Jaakkola,Massachusetts Institute of Technology,,GLASS Flows: Efficient Inference for Reward Alignment of Flow and Diffusion Models,https://openreview.net/forum?id=vH7OAPZ2dR,"Reward alignment algorithms often slow down diffusion models because they rely on inefficient stochastic sampling methods to explore better generation options. To solve this, the authors introduce GLASS Flows, a technique that allows these models to simulate necessary randomness using fast Ordinary Differential Equations without requiring retraining. This innovation eliminates the traditional trade-off between computational speed and search capability, significantly improving text-to-image generation performance. The result is a practical, drop-in upgrade for deploying high-efficiency inference in generative AI applications like image synthesis and molecular design.",
Ricky T. Q. Chen,"FAIR Labs, Meta AI",,GLASS Flows: Efficient Inference for Reward Alignment of Flow and Diffusion Models,https://openreview.net/forum?id=vH7OAPZ2dR,"Reward alignment algorithms often slow down diffusion models because they rely on inefficient stochastic sampling methods to explore better generation options. To solve this, the authors introduce GLASS Flows, a technique that allows these models to simulate necessary randomness using fast Ordinary Differential Equations without requiring retraining. This innovation eliminates the traditional trade-off between computational speed and search capability, significantly improving text-to-image generation performance. The result is a practical, drop-in upgrade for deploying high-efficiency inference in generative AI applications like image synthesis and molecular design.",
Yaron Lipman,FAIR at Meta,,GLASS Flows: Efficient Inference for Reward Alignment of Flow and Diffusion Models,https://openreview.net/forum?id=vH7OAPZ2dR,"Reward alignment algorithms often slow down diffusion models because they rely on inefficient stochastic sampling methods to explore better generation options. To solve this, the authors introduce GLASS Flows, a technique that allows these models to simulate necessary randomness using fast Ordinary Differential Equations without requiring retraining. This innovation eliminates the traditional trade-off between computational speed and search capability, significantly improving text-to-image generation performance. The result is a practical, drop-in upgrade for deploying high-efficiency inference in generative AI applications like image synthesis and molecular design.",
Brian Karrer,Meta Fundamental AI Research (FAIR),,GLASS Flows: Efficient Inference for Reward Alignment of Flow and Diffusion Models,https://openreview.net/forum?id=vH7OAPZ2dR,"Reward alignment algorithms often slow down diffusion models because they rely on inefficient stochastic sampling methods to explore better generation options. To solve this, the authors introduce GLASS Flows, a technique that allows these models to simulate necessary randomness using fast Ordinary Differential Equations without requiring retraining. This innovation eliminates the traditional trade-off between computational speed and search capability, significantly improving text-to-image generation performance. The result is a practical, drop-in upgrade for deploying high-efficiency inference in generative AI applications like image synthesis and molecular design.",
Yen-Ju Lu,Johns Hopkins University,,Latent Speech-Text Transformer,https://openreview.net/forum?id=krGpQzo8Mz,"This study tackles the inefficiency of current speech models that require far more data and processing time because raw speech tokens are longer and less compact than text tokens. The authors introduce the Latent Speech-Text Transformer, which solves this by grouping speech signals into dynamic patches that match the information density of text sequences. Experiments demonstrate that this approach outperforms standard models on speech and text tasks while significantly reducing the computing power needed for training and inference. Ultimately, this innovation enables more scalable generative voice AI systems that align audio and language capabilities efficiently without requiring excessive resources.",https://www.linkedin.com/in/yen-ju-lu-646940178
Yashesh Gaur,Microsoft,,Latent Speech-Text Transformer,https://openreview.net/forum?id=krGpQzo8Mz,"This study tackles the inefficiency of current speech models that require far more data and processing time because raw speech tokens are longer and less compact than text tokens. The authors introduce the Latent Speech-Text Transformer, which solves this by grouping speech signals into dynamic patches that match the information density of text sequences. Experiments demonstrate that this approach outperforms standard models on speech and text tasks while significantly reducing the computing power needed for training and inference. Ultimately, this innovation enables more scalable generative voice AI systems that align audio and language capabilities efficiently without requiring excessive resources.",
Wei Zhou,Google,,Latent Speech-Text Transformer,https://openreview.net/forum?id=krGpQzo8Mz,"This study tackles the inefficiency of current speech models that require far more data and processing time because raw speech tokens are longer and less compact than text tokens. The authors introduce the Latent Speech-Text Transformer, which solves this by grouping speech signals into dynamic patches that match the information density of text sequences. Experiments demonstrate that this approach outperforms standard models on speech and text tasks while significantly reducing the computing power needed for training and inference. Ultimately, this innovation enables more scalable generative voice AI systems that align audio and language capabilities efficiently without requiring excessive resources.",https://www.linkedin.com/in/wz-orml
Benjamin Muller,Meta,,Latent Speech-Text Transformer,https://openreview.net/forum?id=krGpQzo8Mz,"This study tackles the inefficiency of current speech models that require far more data and processing time because raw speech tokens are longer and less compact than text tokens. The authors introduce the Latent Speech-Text Transformer, which solves this by grouping speech signals into dynamic patches that match the information density of text sequences. Experiments demonstrate that this approach outperforms standard models on speech and text tasks while significantly reducing the computing power needed for training and inference. Ultimately, this innovation enables more scalable generative voice AI systems that align audio and language capabilities efficiently without requiring excessive resources.",
Jesus Villalba,Johns Hopkins University,,Latent Speech-Text Transformer,https://openreview.net/forum?id=krGpQzo8Mz,"This study tackles the inefficiency of current speech models that require far more data and processing time because raw speech tokens are longer and less compact than text tokens. The authors introduce the Latent Speech-Text Transformer, which solves this by grouping speech signals into dynamic patches that match the information density of text sequences. Experiments demonstrate that this approach outperforms standard models on speech and text tasks while significantly reducing the computing power needed for training and inference. Ultimately, this innovation enables more scalable generative voice AI systems that align audio and language capabilities efficiently without requiring excessive resources.",
Najim Dehak,Johns Hopkins University,,Latent Speech-Text Transformer,https://openreview.net/forum?id=krGpQzo8Mz,"This study tackles the inefficiency of current speech models that require far more data and processing time because raw speech tokens are longer and less compact than text tokens. The authors introduce the Latent Speech-Text Transformer, which solves this by grouping speech signals into dynamic patches that match the information density of text sequences. Experiments demonstrate that this approach outperforms standard models on speech and text tasks while significantly reducing the computing power needed for training and inference. Ultimately, this innovation enables more scalable generative voice AI systems that align audio and language capabilities efficiently without requiring excessive resources.",
Luke Zettlemoyer,University of Washington,,Latent Speech-Text Transformer,https://openreview.net/forum?id=krGpQzo8Mz,"This study tackles the inefficiency of current speech models that require far more data and processing time because raw speech tokens are longer and less compact than text tokens. The authors introduce the Latent Speech-Text Transformer, which solves this by grouping speech signals into dynamic patches that match the information density of text sequences. Experiments demonstrate that this approach outperforms standard models on speech and text tasks while significantly reducing the computing power needed for training and inference. Ultimately, this innovation enables more scalable generative voice AI systems that align audio and language capabilities efficiently without requiring excessive resources.",
Gargi Ghosh,Meta AI,,Latent Speech-Text Transformer,https://openreview.net/forum?id=krGpQzo8Mz,"This study tackles the inefficiency of current speech models that require far more data and processing time because raw speech tokens are longer and less compact than text tokens. The authors introduce the Latent Speech-Text Transformer, which solves this by grouping speech signals into dynamic patches that match the information density of text sequences. Experiments demonstrate that this approach outperforms standard models on speech and text tasks while significantly reducing the computing power needed for training and inference. Ultimately, this innovation enables more scalable generative voice AI systems that align audio and language capabilities efficiently without requiring excessive resources.",
Mike Lewis,Facebook AI Research,,Latent Speech-Text Transformer,https://openreview.net/forum?id=krGpQzo8Mz,"This study tackles the inefficiency of current speech models that require far more data and processing time because raw speech tokens are longer and less compact than text tokens. The authors introduce the Latent Speech-Text Transformer, which solves this by grouping speech signals into dynamic patches that match the information density of text sequences. Experiments demonstrate that this approach outperforms standard models on speech and text tasks while significantly reducing the computing power needed for training and inference. Ultimately, this innovation enables more scalable generative voice AI systems that align audio and language capabilities efficiently without requiring excessive resources.",
Srini Iyer,Facebook,,Latent Speech-Text Transformer,https://openreview.net/forum?id=krGpQzo8Mz,"This study tackles the inefficiency of current speech models that require far more data and processing time because raw speech tokens are longer and less compact than text tokens. The authors introduce the Latent Speech-Text Transformer, which solves this by grouping speech signals into dynamic patches that match the information density of text sequences. Experiments demonstrate that this approach outperforms standard models on speech and text tasks while significantly reducing the computing power needed for training and inference. Ultimately, this innovation enables more scalable generative voice AI systems that align audio and language capabilities efficiently without requiring excessive resources.",
Duc Le,Facebook,,Latent Speech-Text Transformer,https://openreview.net/forum?id=krGpQzo8Mz,"This study tackles the inefficiency of current speech models that require far more data and processing time because raw speech tokens are longer and less compact than text tokens. The authors introduce the Latent Speech-Text Transformer, which solves this by grouping speech signals into dynamic patches that match the information density of text sequences. Experiments demonstrate that this approach outperforms standard models on speech and text tasks while significantly reducing the computing power needed for training and inference. Ultimately, this innovation enables more scalable generative voice AI systems that align audio and language capabilities efficiently without requiring excessive resources.",
Siyuan Wang,Shanghai Jiaotong University,,LoongRL: Reinforcement Learning for Advanced Reasoning over Long Contexts,https://openreview.net/forum?id=o29E01Q6bv,"LoongRL addresses the critical challenge of enabling large language models to reason deeply across extremely long documents, which is essential for complex tasks like legal analysis and debugging codebases but currently limited by scarce training data and high compute costs. The team introduces KeyChain, a method that transforms short questions into challenging long-context problems by inserting hidden clues among distracting text, forcing models to learn specific retrieval-and-reasoning patterns during reinforcement learning. Their results show that models trained on shorter 16K contexts can generalize to handle massive 128K tasks with significant accuracy improvements, matching performance from much larger and more expensive models. This breakthrough enables enterprise applications that need to analyze vast amounts of text for critical decisions without requiring prohibitive training infrastructure or sacrificing general reasoning skills.",
Gaokai Zhang,Carnegie Mellon University,,LoongRL: Reinforcement Learning for Advanced Reasoning over Long Contexts,https://openreview.net/forum?id=o29E01Q6bv,"LoongRL addresses the critical challenge of enabling large language models to reason deeply across extremely long documents, which is essential for complex tasks like legal analysis and debugging codebases but currently limited by scarce training data and high compute costs. The team introduces KeyChain, a method that transforms short questions into challenging long-context problems by inserting hidden clues among distracting text, forcing models to learn specific retrieval-and-reasoning patterns during reinforcement learning. Their results show that models trained on shorter 16K contexts can generalize to handle massive 128K tasks with significant accuracy improvements, matching performance from much larger and more expensive models. This breakthrough enables enterprise applications that need to analyze vast amounts of text for critical decisions without requiring prohibitive training infrastructure or sacrificing general reasoning skills.",https://www.linkedin.com/in/gaokaizhang
Li Lyna Zhang,Microsoft Research Asia,,LoongRL: Reinforcement Learning for Advanced Reasoning over Long Contexts,https://openreview.net/forum?id=o29E01Q6bv,"LoongRL addresses the critical challenge of enabling large language models to reason deeply across extremely long documents, which is essential for complex tasks like legal analysis and debugging codebases but currently limited by scarce training data and high compute costs. The team introduces KeyChain, a method that transforms short questions into challenging long-context problems by inserting hidden clues among distracting text, forcing models to learn specific retrieval-and-reasoning patterns during reinforcement learning. Their results show that models trained on shorter 16K contexts can generalize to handle massive 128K tasks with significant accuracy improvements, matching performance from much larger and more expensive models. This breakthrough enables enterprise applications that need to analyze vast amounts of text for critical decisions without requiring prohibitive training infrastructure or sacrificing general reasoning skills.",
Ning Shang,Microsoft,,LoongRL: Reinforcement Learning for Advanced Reasoning over Long Contexts,https://openreview.net/forum?id=o29E01Q6bv,"LoongRL addresses the critical challenge of enabling large language models to reason deeply across extremely long documents, which is essential for complex tasks like legal analysis and debugging codebases but currently limited by scarce training data and high compute costs. The team introduces KeyChain, a method that transforms short questions into challenging long-context problems by inserting hidden clues among distracting text, forcing models to learn specific retrieval-and-reasoning patterns during reinforcement learning. Their results show that models trained on shorter 16K contexts can generalize to handle massive 128K tasks with significant accuracy improvements, matching performance from much larger and more expensive models. This breakthrough enables enterprise applications that need to analyze vast amounts of text for critical decisions without requiring prohibitive training infrastructure or sacrificing general reasoning skills.",
Fan Yang,"Research, Microsoft",,LoongRL: Reinforcement Learning for Advanced Reasoning over Long Contexts,https://openreview.net/forum?id=o29E01Q6bv,"LoongRL addresses the critical challenge of enabling large language models to reason deeply across extremely long documents, which is essential for complex tasks like legal analysis and debugging codebases but currently limited by scarce training data and high compute costs. The team introduces KeyChain, a method that transforms short questions into challenging long-context problems by inserting hidden clues among distracting text, forcing models to learn specific retrieval-and-reasoning patterns during reinforcement learning. Their results show that models trained on shorter 16K contexts can generalize to handle massive 128K tasks with significant accuracy improvements, matching performance from much larger and more expensive models. This breakthrough enables enterprise applications that need to analyze vast amounts of text for critical decisions without requiring prohibitive training infrastructure or sacrificing general reasoning skills.",
Fan Yang,"Research, Microsoft",,"Agent Data Protocol: Unifying Datasets for Diverse, Effective Fine-tuning of LLM Agents",https://openreview.net/forum?id=tG6301ORHd,"Large language model agents face a significant scaling bottleneck because high-quality training data is fragmented across incompatible formats and interfaces, preventing large-scale supervised fine-tuning. This paper introduces the Agent Data Protocol (ADP), a lightweight standardization layer that unifies thirteen existing datasets into a single representation for diverse tasks like coding and web browsing. Experiments confirm that fine-tuning with this unified protocol delivers approximately twenty percent average performance gains over base models while remaining competitive with state-of-the-art results. By lowering the engineering barrier to integrate heterogeneous data, ADP enables scalable, reproducible training pipelines that allow developers to leverage public resources efficiently across multiple agent frameworks.",
